Europa Plus	http://ep256.hostingradio.ru:8052/europaplus256.mp3	0	dance
Hit FM (UKraine) - 128kb/s	http://195.95.206.17/HitFM	0	dance
Capital FM London	http://media-ice.musicradio.com/CapitalMP3	0	pop
Virgin Radio Italia	http://icecast.unitedradio.it/Virgin.mp3	0	mediaset
Fun Radio	http://stream.funradio.sk:8000/fun128.mp3	0	pop
Heart Dance	https://media-ssl.musicradio.com/HeartDanceMP3	0	dance
Energy NRJ Bulgaria	http://play.global.audio/nrj128	0	pop
HIT FM	https://hitfm.hostingradio.ru/hitfm96.aacp	0	dance
European Hit Radio - Party Service	http://stream.europeanhitradio.com:8000/Stream_12.aac	0	dance
Shonan Beach FM 78.9	http://shonanbeachfm.out.airtime.pro:8000/shonanbeachfm_a	0	classic jazz
#1 Splash 90s Dance	https://c6.auracast.net/radio/8090/radio.mp3	0	1990s
Radio 90	http://streams.radio90.pl:8000/radio90_128kbps_stereo.mp3	0	pop
ESKA - Summer City	https://waw.ic.smcdn.pl/6120-1.mp3	0	dance
ESKA IMPRESKA	http://ic1.smcdn.pl/6030-1.mp3	0	pop
Radio Manhattan	http://s1.slotex.pl:7780/stream	0	pop
Sky Radio 101 FM	http://playerservices.streamtheworld.com/api/livestream-redirect/SKYRADIO.mp3	0	soft pop
RADIO 10 TOP 4000	http://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR24.mp3	0	pop
Hit Radio FFH	http://mp3.ffh.de/radioffh/hqlivestream.mp3	0	pop
Radio X	http://media-the.musicradio.com/RadioXUK	0	indie
Heart 00s	https://media-ssl.musicradio.com/Heart00sMP3	0	pop
