ROCK FM	http://nashe1.hostingradio.ru/rock-128.mp3	0	classic rock
Rockabilly-radio.net	http://lin3.ash.fast-serv.com:6026/stream_96	0	rockabilly
Radio Caroline	http://78.129.202.200:8040/;	0	country
Virgin Radio Classic Rock	http://icy.unitedradio.it/VirginRockClassics.mp3	0	classic rock
Radio Ultra	http://nashe1.hostingradio.ru/ultra-192.mp3	0	alternative
Rock Ballads	http://online.radioroks.ua/RadioROKS_Ballads	0	rock
1.FM - Classic Rock Replay Radio	http://strm112.1.fm/crock_mobile_mp3	0	classic rock
Virgin Radio Italia	http://icecast.unitedradio.it/Virgin.mp3	0	mediaset
Radio ROKS Hard'n'Heavy	http://online.radioroks.ua/RadioROKS_HardnHeavy_HD	0	hard rock
Arrow Classic Rock	http://stream.gal.io/arrow	0	classic rock
Exclusively Pink Floyd	https://streaming.exclusive.radio/er/pinkfloyd/icecast.audio	0	classic rock
Oldies Internet Radio	http://162.244.81.98:8140/listen	0	1970s
1980s.FM	http://hi5.1980s.fm/;stream.mp3	0	80s
Laut.FM 1000 Oldies	http://1000oldies.stream.laut.fm/1000oldies?t302=2018-01-16_15-40-29&uuid=37780fea-d865-4439-9a4a-66f3ec1715a0	0	50s
Megarock Radio 320k	https://stream3.megarockradio.net:80/	0	classic rock
Rock FM	https://edge02.cdn.bitflip.ee:8888/rck?_i=5f5ab186	0	rock
Rock Radio	https://radiostream.pl/tuba8-1.mp3?cache=1650763965	0	polish
RMF Polski Rock	http://195.150.20.9/rmf_polski_rock	0	polish rock
Antyradio Classic Rock	https://an01.cdn.eurozet.pl/ANTCLA.mp3?redirected=01	0	classic rock
Bohema Radio	http://s3.slotex.pl:7262/stream	0	alternative rock
Rock Antenne	http://mp3channels.webradio.rockantenne.de/rockantenne	0	rock
- 0 N - Classic Rock on Radio	https://0n-classicrock.radionetz.de/0n-classicrock.mp3	0	80er
Best Of Rock.FM Alternative Rock	https://bestofrockfm.stream.vip/altrock/mp3-256/bestofrock.fm/	0	alternative metal
0nlineradio SOFT ROCK	https://stream.0nlineradio.com/soft-rock?ref=radiobrowser	0	70s soft rock
Rock Antenne - Punk Rock	http://mp3channels.webradio.rockantenne.de/punkrock.aac	0	punk rock
RADIO BOB! BOBs Best of Rock	http://streams.radiobob.de/bob-bestofrock/mp3-192/streams.radiobob.de/	0	alternative
Best Of Rock.FM AC DC	https://bestofrockfm.stream.vip/acdc/mp3-256/bestofrock.fm/	0	ac dc
Classic Rock Radio	http://internetradio.salue.de:8000/classicrock.mp3	0	classic rock
Laut.FM jazzrockfusion	http://stream.laut.fm/jazzrockfusion	0	funk
Epic Rock Radio	https://securestreams6.autopo.st:2222/stream	0	epic
RADIO BOB! BOBs 80er Rock	http://streams.radiobob.de/bob-80srock/mp3-192/streams.radiobob.de/	0	alternative
Radio BOB Progressive Rock	https://streams.radiobob.de/progrock/mp3-192/	0	prog rock
- 0 N - Classic Rock on Radio	https://0n-classicrock.radionetz.de/0n-classicrock.aac	0	80er
Laut.FM BluesRockCafe	http://stream.laut.fm/bluesrockcafe	0	blues
DrGnu - Prog Rock Classics	http://streams.radiobob.de/progrock/mp3-192/mediaplayer/	0	1960s
- 0 N - Rock on Radio	https://0n-rock.radionetz.de/0n-rock.mp3	0	alternative
RADIO BOB! BOBs 90er Rock	http://streams.radiobob.de/bob-90srock/mp3-192/streams.radiobob.de/	0	alternative
Best Of Rock.FM Hard Rock	https://bestofrockfm.stream.vip/hardrock/mp3-256/bestofrock.fm/	0	bluesrock
- 0 N - Soft Rock on Radio	https://0n-softrock.radionetz.de/0n-softrock.mp3	0	balladen
ROCK ANTENNE 80er Rock (AAC)	https://stream.rockantenne.de/80er-rock/stream/aacp	0	80's
0nlineradio 80s ROCK	https://stream.0nlineradio.com/80s-rock?ref=radiobrowser	0	1980s
RADIO BOB! BOBs Rock Hits	http://streams.radiobob.de/bob-rockhits/mp3-192/streams.radiobob.de/	0	alternative
Rock Antenne Gothic	https://s6-webradio.rockantenne.de/gothic/stream/mp3	0	gothic
Rock Antenne Modern Rock	http://stream.rockantenne.de/modern-rock/stream/mp3	0	2000er
RADIO BOB! BOBs Christmas Rock	http://streams.radiobob.de/bob-christmas/mp3-192/streams.radiobob.de/	0	christmas music
- 1 A - Classic Rock von 1A Radio	https://1a-classicrock.radionetz.de/1a-classicrock.mp3	0	80er
ROCK ANTENNE BLUES ROCK	https://stream.rockantenne.de/hair-metal/stream/mp3	0	blues rock
104.6 RTL Best of Rock	http://stream.104.6rtl.com/rtl-poprock/mp3-128/radio-browser.info/	0	pop
Arabella Classic Rock	http://rs32.stream24.net/arabella-rock.mp3	0	pop
Hit Radio FFH - Rock	http://mp3.ffh.de/ffhchannels/hqrock.mp3	0	rock
ROCKANTENNE Rock'n'Roll (64 kbps AAC)	http://mp3channels.webradio.rockantenne.de/rockandroll.aac	0	rock
Radio BOB! AC DC	https://streams.radiobob.de/bob-acdc/aac-64/onlineradiobox/	0	album rock
Jazz Rock Fusion - Laut.FM	http://stream.laut.fm/jazzrockfusion	0	jazz fusion
FluxFM - Hard Rock	http://streams.fluxfm.de/hardrock/mp3-320/streams.fluxfm.de/	0	hard rock
Rocknroll Philosophy	http://stream.laut.fm/rocknroll-philosophy	0	classic rock
Best Of Rock.FM Classic Rock	https://bestofrockfm.stream.vip/classic/mp3-256/bestofrock.fm/	0	classic rock
- 0 N - Soft Rock on Radio	https://0n-softrock.radionetz.de/0n-softrock.mp3	0	balladen
- 1 A - Classic Rock von 1A Radio	https://1a-classicrock.radionetz.de/1a-classicrock.aac	0	80er
DrGnu - Soft Rock	http://streams.radiobob.de/bob-kuschelrock/mp3-192/mediaplayer	0	1980s
- 0 N - Classic Rock on Radio	https://0n-classicrock.radionetz.de/0n-classicrock.mp3	0	80er
Rock Antenne Symphonic Rock	https://s2-webradio.rockantenne.de/symphonic-rock/stream	0	rock
Best Of Rock.FM Soft Rock	https://bestofrockfm.stream.vip/softrock/mp3-256/bestofrock.fm/	0	rock
RADIO BOB! Best of Rock	http://streams.radiobob.de/bob-bestofrock/mp3-192/mediaplayer	0	best
