Rock Antenne - Heavy Metal	http://mp3channels.webradio.rockantenne.de/heavy-metal	0
Rock Antenne Gothic	https://s6-webradio.rockantenne.de/gothic/stream/mp3	0
Rock FM	https://stream2.rockfm.lt/crf128.mp3	0
Rock FM 105.5	https://securestream.us/radio/8050/radio.mp3	0
Rock Fm Metal	http://stream.regenbogen2.de/metal/mp3-128	0
Rockfm.ru Heavy	https://jfm1.hostingradio.ru:14536/metal.mp3	0
Rockhausradio	http://stream.rockhausradio.de/rockhausradio	0
RTBF Classic 21 - Metal	https://radios.rtbf.be/wr-c21-metal-128.mp3	0
Stone Radio	http://eu4.fastcast4u.com:5248/;stream.mp3	0
Tangra Mega Rock	http://stream-bg-01.radiotangra.com:8000/Tangra-high	0
The Voice Of Doom	https://streaming.galaxywebsolutions.com:9046/stream	0
Thrashking Radio	http://thrashking.stream.laut.fm/thrashking	0
Traxx FM - Rock	http://traxx019.ice.infomaniak.ch/traxx019-low.mp3	0
UnderGRAND Radio	http://stream.zeno.fm/rp1swb5pgzzuv	0
WebRadio Epigon	http://ice3.abradio.cz/epigon128.mp3	0
